Location ID,Country,Country description,Country ID,Forecast Type,Geo Latitude,Geo Longitude,Holding Cost Percentage,Intl/Dom Ind,Location Business Partner ID,Location,Location Region,Location Type,Location Validity,Order Timing,Replaced by Customer,Sales Area,Sales Divison,Sales Domain,Sales Region,Sales Region Code,State,State description,Demand State,Supplying Location
0000001029,0000205019,HAITI,,S,,,,I,,BRASSERIE DE LA COURONNE S A,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001035,0000205031,CURACAO,,S,,,,I,,SUPERMERCADO LUZ NV,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001039,US,USA,,S,,,,D,,UNITED DISTRIBUTORS  INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,1123
0000001045,US,USA,,S,,,,D,,MARINE CORPS EXCHANGE CONV,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,MIL,1123
0000001047,US,USA,,S,,,,D,,SILER CITY ABC BOARD 0149,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,1123
0000001049,US,USA,,S,,,,D,,JOHNSON BROTHERS OF WISCONSIN,WI,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,WI,Wisconsin,WI,1128
0000001051,US,USA,,S,,,,D,,WINDHAM DIST,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,1123
0000001059,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1121
0000001063,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRI,AR,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,AR,Arkansas,AR,8009
0000001065,0000206017,TAHITI,,S,,,,I,,PACIFIC BEVERAGE CO TAHITI,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,8009
0000001069,US,USA,,S,,,,D,,DAYTON HEIDELBERG DIST CO,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,1128
0000001071,US,USA,,S,,,,D,,BEVERAGE CONTROL INC,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1121
0000001077,0000205018,VIRGIN ISLANDS  U S,,S,,,,I,,WEST INDIES COMPANY ST THOMAS VI,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001085,US,USA,,S,,,,D,,BLUE RIDGE DIST CO INC,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0000001110,US,USA,,S,,,,D,,JOHNSON BROTHERS OF NORTH CAROLINA  INC,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0000001112,US,USA,,S,,,,D,,ANTONIO ORIGLIO  INC,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0000001118,US,USA,,S,,,,D,,PINE STATES SPIRITS CO,ME,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,ME,Maine,ME,1122
0000001124,US,USA,,S,,,,D,,HPB C O CHARLOTTESVILLE DIST,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0000001126,US,USA,,S,,,,D,,RELIABLE CHURCHILL LLP,MD,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,MD,Maryland,MD,8009
0000001138,US,USA,,S,,,,D,,ZTERM UNITED DISTRIBUTORS INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,8009
0000001146,US,USA,,S,,,,D,,GREAT LAKES WINE   SPIRITS LLC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,1128
0000001148,0000205009,BERMUDA,,S,,,,I,,BURROWS LIGHTBOURN LTD,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001150,US,USA,,S,,,,D,,CROWN DIST CO OF ABERDEEN INC,WA,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,WA,Washington,WA,1151
0000001152,US,USA,,S,,,,D,,JOHNSON BROTHERS OF FLORIDA  INC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,1123
0000001159,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF TENNESSEE,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,8009
0000001161,US,USA,,S,,,,D,,MWR   MARINE CORP EXCHG 0130,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,MIL,1123
0000001171,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE AND SPI,KS,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,KS,Kansas,KS,8009
0000001173,0000205018,VIRGIN ISLANDS  U S,,S,,,,I,,WEST INDIES COMPANY ST CROIX VI,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001177,US,USA,,V,,,,D,,OREGON L C C,OR,DIST,,SI,,Control Area,Dom5 Control West Division,Domestic,Dom5 Control Region,88,OR,Oregon,OR,8009
0000001179,US,USA,,S,,,,D,,ZTERM EMPIRE DIST INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,1119
0000001183,US,USA,,S,,,,D,,SOUTHERN GLAZER S DISTRIBUTORS,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,8009
0000001189,US,USA,,S,,,,D,,FARRELL DIST CORP,VT,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,VT,Vermont,VT,1122
0000001191,US,USA,,S,,,,D,,JOHNSON BROTHERS OF NEBRASKA L,NE,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,NE,Nebraska,NE,1121
0000001197,US,USA,,S,,,,D,,HENRY A FOX SALES CO,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,8009
0000001203,US,USA,,S,,,,D,,ROACH   SMITH DISTRIBUTORS INC,MT,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,MT,Montana,MT,1151
0000001208,US,USA,,S,,,,D,,RITE AID,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,1151
0000001209,US,USA,,S,,,,D,,SAFEWAY,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,
0000001222,US,USA,,S,,,,D,,STATER BROS,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000001225,US,USA,,S,,,,D,,SMART FINAL FONTANA,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000001226,US,USA,,S,,,,D,,SUPERVALU,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,1151
0000001230,US,USA,,S,,,,D,,RALPHS,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,SoCAL,8009
0000001242,US,USA,,S,,,,D,,GALLO WINE SALES NJ,NJ,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,NJ,New Jersey,NJ,1125
0000001246,US,USA,,S,,,,D,,GENERAL BEVERAGE SALES CO,WI,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,WI,Wisconsin,WI,8009
0000001257,US,USA,,S,,,,D,,VIRGINIA DEPT OF ABC,VA,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,VA,Virginia,VA,1125
0000001259,0000206016,SRI LANKA,,S,,,,I,,FREE LANKA TRADING COMPANY,,DIST,,SI,,Asia Area,Intl87  A O Asia Div,International,Intl5 Asia Region,84,,,,1159
0000001272,0000204002,MANITOBA  CANADA,,S,,,,I,,ZTERM MANITOBA LIQUOR   LOTTERIES,MB,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204002,MANITOBA  CANADA,,8009
0000001274,US,USA,,S,,,,D,,MONTANA DEPARTMENT OF REVENUE,MT,DIST,,SI,,Control Area,Dom5 Control West Division,Domestic,Dom5 Control Region,88,MT,Montana,MT,1151
0000001276,US,USA,,S,,,,D,,DAYTON HEIDELBERG DIST CO,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,1128
0000001280,US,USA,,S,,,,D,,IDAHO STATE LIQUOR DISP,ID,DIST,,SI,,Control Area,Dom5 Control West Division,Domestic,Dom5 Control Region,88,ID,Idaho,ID,1151
0000001286,US,USA,,S,,,,D,,ALCOHOLIC BEVERAGE DIVISION,IA,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,IA,Iowa,IA,1121
0000001294,US,USA,,S,,,,D,,JOHNSON BROTHERS LIQUOR COMPANY,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,1121
0000001302,0000205012,SAINT LUCIA,,S,,,,I,,PETER   COMPANY LIMITED,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001304,US,USA,,S,,,,D,,LAWRENCE DISTRIBUTING CO INC,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0000001308,US,USA,,S,,,,D,,EMPIRE DISTRIBUTORS OF,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,8009
0000001316,US,USA,,S,,,,D,,JOHNSON BROTHERS OF SOUTH DAKOTA,SD,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,SD,South Dakota,SD,8009
0000001318,US,USA,,S,,,,D,,F E B DISTRIBUTING COMPANY INC,MS,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,MS,Mississippi,MS,1120
0000001330,0000204009,SASKATCHEWAN  CANADA,,S,,,,I,,SASKATCHEWAN LIQUOR CONTROL BD,SK,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204009,SASKATCHEWAN  CANADA,,1151
0000001332,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,MO,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MO,Missouri,MO,1121
0000001334,US,USA,,S,,,,D,,MISSISSIPPI ABC DIV,MS,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,MS,Mississippi,MS,1120
0000001340,US,USA,,V,,,,D,,ALCOHOL BEVERAGE SERVICES,MD,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,MD,Maryland,MD,8009
0000001343,0000205014,SAINT VINCENT AND THE GRENADINES,,S,,,,I,,COREAS DISTRIBUTION LTD,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001345,US,USA,,S,,,,D,,AJAX DISTRIBUTING COMPANY INC,TN,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,TN,Tennessee,TN,1119
0000001347,0000205002,BAHAMAS,,S,,,,I,,COMMONWEALTH BREWERY LIMITED,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001371,US,USA,,S,,,,D,,NEW HAMPSHIRE LCC,NH,DIST,,SI,,Northern Area,Dom2 New England Division,Domestic,Dom2 NorthEast Region,55,NH,New Hampshire,NH,1122
0000001379,US,USA,,S,,,,D,,NORTH COAST MERCANTILE INC,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0000001381,0000204005,NOVA SCOTIA  CANADA,,S,,,,I,,NOVA SCOTIA LIQUOR CORPORATION,NS,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204005,NOVA SCOTIA  CANADA,,8009
0000001383,US,USA,,S,,,,D,,EDEN ABC BOARD NO 148,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,8009
0000001385,0000204002,MANITOBA  CANADA,,S,,,,I,,MANITOBA LIQUOR,MB,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204002,MANITOBA  CANADA,,8009
0000001387,US,USA,,S,,,,D,,COLUMBUS ABC BOARD,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0000001396,US,USA,,S,,,,D,,SOUTHERN GLAZER S WINE   SPIRITS,MO,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MO,Missouri,MO,8009
0000001398,US,USA,,S,,,,D,,FLETCHER ABC BOARD  159,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,8009
0000001402,US,USA,,S,,,,D,,BURFORD DISTRIBUTING INC,AR,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,AR,Arkansas,AR,1120
0000001404,US,USA,,S,,,,D,,NORTHEAST SALES DIST INC,GA,DIST,,SI,,Eastern Area,Dom3 Southeast Division,Domestic,Dom3 SouthEast Region,60,GA,Georgia,GA,1119
0000001411,US,USA,,S,,,,D,,PIKE DISTRIBUTORS INC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,8009
0000001414,US,USA,,S,,,,D,,W R HICKEY BEER DISTRIBUTORS,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,1125
0000001418,0000204007,P E I  CANADA,,S,,,,I,,PEI LIQUOR CONTROL COMMISSION,PE,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204007,P E I  CANADA,,8009
0000001426,US,USA,,S,,,,D,,PINE STATE TRADING CO,ME,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,ME,Maine,ME,8009
0000001435,US,USA,,S,,,,D,,A CAPPIONE INC,NY,DIST,,SI,,Northern Area,Dom2 New York Division,Domestic,Dom2 NorthEast Region,55,NY,New York,UNY,8009
0000001437,US,USA,,S,,,,D,,RAYS BEVERAGE COMPANY,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0000001449,US,USA,,S,,,,D,,SHENANDOAH VALLEY,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0000001453,US,USA,,S,,,,D,,BELLBOY CORPORATION,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,1151
0000001455,US,USA,,S,,,,D,,SARATOGA LIQUOR CO INC,WI,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,WI,Wisconsin,WI,1151
0000001459,US,USA,,S,,,,D,,MAIN BEVERAGE COMPANY,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,,8009
0000001475,0000204001,BRITISH COLUMBIA  CANADA,,V,,,,I,,B C LIQUOR DISTRIBUTION BRANCH,BC,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204001,BRITISH COLUMBIA  CANADA,,1151
0000001479,0000204008,QUEBEC  CANADA,,S,,,,I,,SOCIETE DES ALCOOLS DU QUEBEC,QC,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204008,QUEBEC  CANADA,,1151
0000001485,US,USA,,S,,,,D,,STEFANELLI DIST CO,CA,DIST,,SI,,Western Area,Dom1 California Division,Domestic,Dom1 Western Region,23,CA,California,NorCAL,8009
0000001489,0000204004,NEWFOUNDLAND  CANADA,,S,,,,I,,NEWFOUNDLAND LABRADOR LIQUOR C,NL,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204004,NEWFOUNDLAND  CANADA,,1124
0000001493,US,USA,,S,,,,D,,SUNNY HILL DIST INC,MN,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MN,Minnesota,MN,1121
0000001503,US,USA,,S,,,,D,,GENERAL BEVERAGE SALES CO,WI,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,WI,Wisconsin,WI,1128
0000001513,US,USA,,S,,,,D,,THE SUPERIOR BEVERAGE GROUP LTD,OH,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,OH,Ohio,OH,8009
0000001515,0000205005,DOMINICA,,S,,,,I,,JOSEPHINE GABRIEL DISTRIBUTORS LTD,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001517,US,USA,,S,,,,D,,ST  OF UTAH  DEPT  OF,UT,DIST,,SI,,Control Area,Dom5 Control West Division,Domestic,Dom5 Control Region,88,UT,Utah,UT,1151
0000001521,0000205015,VIRGIN ISLANDS  BRITISH,,S,,,,I,,ROADTOWN WHOLESALE TRADING LTD,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001523,US,USA,,S,,,,D,,IKE AUEN DISTRIBUTING CO INC,IA,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,IA,Iowa,IA,1121
0000001530,US,USA,,S,,,,D,,VERMONT DEPT OF LIQUOR CONTROL,VT,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,VT,Vermont,VT,8009
0000001540,US,USA,,S,,,,D,,WEST VIRGINIA A B C A,WV,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,WV,West Virginia,WV,8009
0000001548,0000205006,GRENADA,,S,,,,I,,GEORGE F HUGGINS CO,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001552,US,USA,,S,,,,D,,STATE OF WYOMING,WY,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,WY,Wyoming,WY,8009
0000001570,US,USA,,S,,,,D,,FRANK B FUHRER HOLDINGS INC TA,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,8009
0000001591,US,USA,,S,,,,D,,TEC DISTRIBUTING OF IDAHO  LLC,ID,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,ID,Idaho,ID,8009
0000001605,US,USA,,S,,,,D,,CIRCLE SALES INC,VA,DIST,,SI,,Eastern Area,Dom3 Capital Division,Domestic,Dom3 Atlantic Region,87,VA,Virginia,VA,1125
0000001607,US,USA,,S,,,,D,,PREMIER BEVERAGE COMPANY LLC,FL,DIST,,SI,,Eastern Area,Dom3 Florida Division,Domestic,Dom3 SouthEast Region,60,FL,Florida,FL,8009
0000001610,US,USA,,S,,,,D,,AAFES C O JONES,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,MIL,1123
0000001611,US,USA,,S,,,,D,,CLASS SIX STORE,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,NC,1123
0000001612,US,USA,,S,,,,D,,CLASS SIX STORE,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,NC,1123
0000001613,US,USA,,S,,,,D,,FORT BRAGG CLUB SYSTEM,NC,DIST,,SI,,Military Area,Dom6 Military Domestic,Domestic,Dom6 Dom Military Region,17,NC,North Carolina,NC,1123
0000001625,US,USA,,S,,,,D,,MONARCH BEVERAGE CO   INC,IN,DIST,,SI,,Northern Area,Dom2 MidWest Division,Domestic,Dom2 MidWest Region,53,IN,Indiana,IN,1128
0000001631,US,USA,,S,,,,D,,PISANI COMPANY INC,MI,DIST,,SI,,Northern Area,Dom2 Lakes Division,Domestic,Dom2 Central Region,56,MI,Michigan,MI,1128
0000001634,US,USA,,S,,,,D,,NAVY EXCHANGE GUAM,,DIST,,SI,,Military Area,Dom6 Military Pacific,Domestic,Dom6 Intl Military Region,16,,,MIL,1151
0000001636,US,USA,,S,,,,D,,NEX GUANTANAMO BAY  CUBA,,DIST,,SI,,Military Area,Dom6 Military Caribbean,Domestic,Dom6 Intl Military Region,16,,,MIL,1125
0000001637,US,USA,,S,,,,D,,NAVY EXCHANGE,14,DIST,,SI,,Military Area,Dom6 Military Pacific,Domestic,Dom6 Intl Military Region,16,14,Kanagawa,MIL,1151
0000001639,US,USA,,S,,,,D,,NAVY EXCHANGE NAPLES  ITALY,,DIST,,SI,,Military Area,Dom6 Military Europe,Domestic,Dom6 Intl Military Region,16,,,MIL,8009
0000001640,US,USA,,S,,,,D,,NAVY EXCHANGE C A E 11DF001W,11,DIST,,SI,,Military Area,Dom6 Military Europe,Domestic,Dom6 Intl Military Region,16,11,Cadiz,MIL,1151
0000001652,US,USA,,S,,,,D,,E J GALLO WINERY,CA,DIST,,SI,,Corporate Area,Corp Closeout Distrsd Division,Corporate,Corp Corporate Region,64,CA,California,NorCAL,1151
0000001662,US,USA,,S,,,,D,,ALBEMARLE DISTRIBUTING CO,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0000001676,0000205024,HONDURAS,,S,,,,I,,DISTRIBUIDORA ISTMANIA S A  de C V,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,8009
0000001680,0000205011,SAINT KITTS AND NEVIS,,S,,,,I,,RAMS TRADING LTD,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,8009
0000001696,US,USA,,S,,,,D,,SKYLAND DIST CO INC,NC,DIST,,SI,,Eastern Area,Dom3 Carolinas Division,Domestic,Dom3 Atlantic Region,87,NC,North Carolina,NC,8009
0000001704,US,USA,,S,,,,D,,G M DISTRIBUTORS,IL,DIST,,SI,,Northern Area,Dom2 MidWest Division,Domestic,Dom2 MidWest Region,53,IL,Illinois,IL,1128
0000001720,US,USA,,S,,,,D,,WEST PLAINS DISTRIBUTING CO INC,MO,DIST,,SI,,Northern Area,Dom2 Heartland Division,Domestic,Dom2 MidWest Region,53,MO,Missouri,MO,1121
0000001726,US,USA,,S,,,,D,,GASKO   MEYER,NY,DIST,,SI,,Northern Area,Dom2 New York Division,Domestic,Dom2 NorthEast Region,55,NY,New York,MNY,1125
0000001750,0000204006,ONTARIO  CANADA,,S,,,,I,,LIQUOR CONTROL BOARD OF ONTARI,ON,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204006,ONTARIO  CANADA,,8009
0000001754,US,USA,,S,,,,D,,JOHNSON BROTHERS OF IOWA  INC,IA,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,IA,Iowa,IA,1121
0000001755,US,USA,,S,,,,D,,JOHNSON BROTHERS OF IOWA  INC,IA,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,IA,Iowa,IA,1121
0000001757,US,USA,,S,,,,D,,GARDNER ENTERPRISES INC,OR,DIST,,SI,,Western Area,Dom1 Western Division,Domestic,Dom1 Western Region,23,OR,Oregon,OR,8009
0000001780,US,USA,,V,,,,D,,E J GALLO WINERY MAINE LCB,ME,DIST,,SI,,Mega Area,Dom4 Mega East Division,Domestic,Dom4 Mega Region,83,ME,Maine,ME,1122
0000001785,0000205008,BARBADOS,,S,,,,I,,HANSCHELL INNISS,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001789,US,USA,,S,,,,D,,SENECA BEVERAGE CORP,NY,DIST,,SI,,Northern Area,Dom2 New York Division,Domestic,Dom2 NorthEast Region,55,NY,New York,UNY,8009
0000001791,US,USA,,S,,,,D,,UNIVERSAL PROJECTS INC,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,1125
0000001795,0000205031,CURACAO,,S,,,,I,,LICORES MADURO,,DIST,,SI,,Americas Area,Intl60  Caribbean Div,International,Intl4 LACM Region,85,,,,1159
0000001803,0000204006,ONTARIO  CANADA,,S,,,,I,,ONTARIO LIQUOR CONTROL BOARD,ON,DIST,,SI,,Americas Area,Intl51  Eastern Canada Div,International,Intl3 Canada Region,68,0000204006,ONTARIO  CANADA,,8009
0000001811,US,USA,,S,,,,D,,LUMBERTON ABC BOARD,NC,DIST,,SI,,Control Area,Dom5 Control East Division,Domestic,Dom5 Control Region,88,NC,North Carolina,NC,1123
0000001822,US,USA,,S,,,,D,,A A COORS INC,KS,DIST,,SI,,Mega Area,Dom4 Mega West Division,Domestic,Dom4 Mega Region,83,KS,Kansas,KS,1121
0000001826,0000204000,ALBERTA  CANADA,,V,,,,I,,ALBERTA LIQUOR CONTROL BOARD,AB,DIST,,SI,,Americas Area,Intl54  Western Canada Div,International,Intl3 Canada Region,68,0000204000,ALBERTA  CANADA,,1151
0000001832,0000205020,BELIZE,,S,,,,I,,JAMES BRODIE   CO LTD,,DIST,,SI,,Americas Area,Intl63  Central America Div,International,Intl4 LACM Region,85,,,,1159
0000001838,US,USA,,S,,,,D,,L T VERRASTRO INC,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,1125
0000001846,US,USA,,S,,,,D,,BRADFORD CITY BEERS INC,PA,DIST,,SI,,Northern Area,Dom2 Liberty Division,Domestic,Dom2 Central Region,56,PA,Pennsylvania,PAS,1125
